index,Customer_ID,Name,Gender,Age,Salary,Join_Date,City,Email,Score
283,CUST1300,Ali,male,10.0,5000.0,2021-05-12 00:00:00,Delhi,invalid_email.com,50.635
284,CUST1586,Sneha,male,27.0,5000.0,2021-12-19 00:00:00,Kolkata,user586@gmail.com,50.635
285,CUST1482,aman123,male,44.0,33725.0,2022-07-08 00:00:00,Kolkata,none,50.635
286,CUST1526,Rahul,male,57.0,33725.0,2022-01-13 00:00:00,Delhi,user526@gmail.com,50.635
287,CUST1764,Rahul,male,44.0,56288.0,2021-01-13 00:00:00,Bangalore,user764@gmail.com,95.76
288,CUST1599,Sneha,male,44.0,98677.0,2021-05-25 12:00:00,Mumbai,user599@gmail.com,50.635
289,CUST1264,neha123,44,44.0,62190.0,2021-05-12 00:00:00,Kolkata,none,50.635
290,CUST1562,Sara,male,44.0,33725.0,2021-05-12 00:00:00,Kolkata,user562@gmail.com,44.55
291,CUST1122,Sneha,male,61.0,33725.0,2021-05-25 12:00:00,Mumbai,user122@gmail.com,50.635
292,CUST1400,John,44,54.0,33725.0,2021-05-25 12:00:00,Mumbai,none,50.635
293,CUST1303,Sneha,female,44.0,33725.0,2021-05-25 12:00:00,Bangalore,none,50.635
294,CUST1209,priya123,male,44.0,33725.0,2021-05-25 12:00:00,Chennai,user209@gmail.com,50.635
295,CUST1969,Sara,male,44.0,33725.0,2021-05-12 00:00:00,Mumbai,user969@gmail.com,50.635
296,CUST1395,Sneha,female,57.0,33725.0,2021-01-16 00:00:00,Chennai,user395@gmail.com,50.635
297,CUST1862,Rahul,female,18.0,33725.0,2021-05-25 12:00:00,Hyd,user862@gmail.com,50.635
298,CUST1049,neha123,male,44.0,33725.0,2022-04-13 00:00:00,Hyd,user49@gmail.com,50.635
299,CUST1794,Rahul,male,44.0,28256.0,2021-05-25 12:00:00,Delhi,invalid_email.com,50.635
300,CUST1344,Neha,male,37.0,5000.0,2021-01-20 00:00:00,Kolkata,user344@gmail.com,50.03
301,CUST1025,Ali,female,10.0,82655.0,2020-09-07 00:00:00,Delhi,user25@gmail.com,50.635
302,CUST1577,Sara,44,38.0,73401.0,2022-06-04 00:00:00,Delhi,none,50.635
303,CUST1438,John,female,44.0,5000.0,2021-05-12 00:00:00,Hyd,user438@gmail.com,99.38
304,CUST1019,Neha,male,44.0,66548.0,2021-05-12 00:00:00,Delhi,user19@gmail.com,50.635
305,CUST1233,Aman,male,44.0,28477.0,2021-01-14 00:00:00,Kolkata,user233@gmail.com,0.53
306,CUST1928,Priya,male,67.0,72990.0,2022-02-22 00:00:00,Bangalore,user928@gmail.com,50.635
307,CUST1310,Ali,male,40.0,5000.0,2022-05-24 00:00:00,,user310@gmail.com,12.78
308,CUST1874,Sneha,44,68.0,5000.0,2022-05-01 00:00:00,Hyd,user874@gmail.com,74.13
309,CUST1185,John,female,44.0,5000.0,2022-05-01 00:00:00,Mumbai,invalid_email.com,50.635
310,CUST1426,Aman,44,46.0,33725.0,2022-05-01 00:00:00,Bangalore,user426@gmail.com,50.635
311,CUST1378,Neha,female,44.0,33725.0,2022-01-13 00:00:00,Delhi,user378@gmail.com,50.635
312,CUST1714,priya123,female,59.0,33725.0,2022-01-13 00:00:00,,user714@gmail.com,50.635
313,CUST1465,Sneha,female,48.0,5000.0,2020-12-13 00:00:00,Kolkata,invalid_email.com,97.68
314,CUST1128,Priya,female,25.0,94708.0,2022-01-13 00:00:00,Mumbai,user128@gmail.com,50.635
315,CUST1793,sneha123,female,44.0,5000.0,2022-01-13 00:00:00,Kolkata,user793@gmail.com,50.635
316,CUST1958,Aman,44,59.0,41013.0,2021-05-25 12:00:00,,user958@gmail.com,50.635
317,CUST1876,Sara,male,65.0,92257.0,2021-05-12 00:00:00,,none,50.635
318,CUST1821,Ali,male,44.0,33725.0,2021-05-12 00:00:00,Bangalore,none,50.635
319,CUST1812,Neha,44,58.0,33725.0,2021-05-12 00:00:00,Delhi,user812@gmail.com,8.0
320,CUST1830,Aman,male,52.0,27009.0,2021-05-25 12:00:00,Chennai,invalid_email.com,50.635
321,CUST1177,rahul123,male,57.0,82565.0,2021-07-05 00:00:00,Hyd,invalid_email.com,50.635
322,CUST1639,Ali,male,35.0,5000.0,2021-07-05 00:00:00,Bangalore,user639@gmail.com,50.635
323,CUST1724,aman123,44,44.0,33725.0,2020-06-07 00:00:00,,user724@gmail.com,50.635
324,CUST1488,Ali,female,44.0,46323.0,2022-01-13 00:00:00,Kolkata,user488@gmail.com,50.635
325,CUST1715,Neha,male,61.0,34915.0,2022-01-13 00:00:00,Delhi,user715@gmail.com,8.57
326,CUST1439,Aman,male,44.0,33725.0,2021-05-12 00:00:00,Hyd,invalid_email.com,50.635
327,CUST1178,Rahul,male,50.0,64291.0,2022-01-13 00:00:00,,user178@gmail.com,50.635
328,CUST1332,Neha,male,41.0,33725.0,2021-05-25 12:00:00,Kolkata,user332@gmail.com,50.635
329,CUST1630,Sneha,female,44.0,92359.0,2021-09-04 00:00:00,Bangalore,user630@gmail.com,50.635
330,CUST1090,Ali,female,44.0,21860.0,2022-02-27 00:00:00,Kolkata,none,4.05
331,CUST1002,Sneha,female,10.0,24417.0,2022-01-13 00:00:00,Chennai,invalid_email.com,50.635
332,CUST1613,Sara,female,44.0,33725.0,2021-03-15 00:00:00,Chennai,none,50.635
333,CUST1742,Sara,44,44.0,33725.0,2021-05-25 12:00:00,Bangalore,user742@gmail.com,50.635
334,CUST1231,Sneha,male,44.0,33725.0,2021-05-25 12:00:00,,invalid_email.com,50.635
335,CUST1340,Sara,female,38.0,33725.0,2022-01-13 00:00:00,Kolkata,invalid_email.com,50.635
336,CUST1164,John,female,27.0,45750.0,2021-05-12 00:00:00,Delhi,user164@gmail.com,50.635
337,CUST1909,Priya,44,44.0,33725.0,2022-01-13 00:00:00,,none,54.94
339,CUST1647,Priya,44,30.0,57697.0,2022-01-13 00:00:00,Chennai,user647@gmail.com,11.6
340,CUST1609,Aman,44,44.0,33725.0,2022-01-13 00:00:00,Kolkata,none,50.635
341,CUST1786,Aman,male,53.0,61075.0,2021-05-12 00:00:00,Hyd,none,50.635
342,CUST1957,Neha,male,10.0,5000.0,2022-01-13 00:00:00,Hyd,user957@gmail.com,50.635
343,CUST1978,Aman,female,10.0,56397.0,2021-05-12 00:00:00,,user978@gmail.com,10.58
344,CUST1963,Sara,44,61.0,33725.0,2021-05-12 00:00:00,,user963@gmail.com,50.635
345,CUST1982,Priya,male,44.0,37806.0,2022-01-13 00:00:00,Bangalore,invalid_email.com,50.635
346,CUST1431,rahul123,male,44.0,33725.0,2021-05-25 12:00:00,Delhi,user431@gmail.com,26.4
347,CUST1697,John,female,44.0,33725.0,2020-07-30 00:00:00,Bangalore,user697@gmail.com,50.635
348,CUST1212,John,male,10.0,65502.0,2021-05-12 00:00:00,Chennai,user212@gmail.com,50.635
349,CUST1796,Ali,male,44.0,33725.0,2020-11-30 00:00:00,Hyd,user796@gmail.com,50.635
350,CUST1203,Sara,female,44.0,52358.0,2022-01-13 00:00:00,Kolkata,invalid_email.com,50.635
351,CUST1999,Neha,44,10.0,33725.0,2021-05-25 12:00:00,Chennai,user999@gmail.com,49.05
352,CUST1905,Sara,female,59.0,33725.0,2022-01-13 00:00:00,Kolkata,user905@gmail.com,50.635
353,CUST1531,rahul123,female,10.0,33725.0,2022-06-28 00:00:00,Mumbai,user531@gmail.com,50.635
354,CUST1581,Sneha,female,44.0,5000.0,2021-12-26 00:00:00,Hyd,invalid_email.com,50.635
355,CUST1710,sara123,female,65.0,5000.0,2021-05-12 00:00:00,Kolkata,user710@gmail.com,50.635
356,CUST1543,Rahul,44,10.0,5000.0,2022-02-12 00:00:00,Delhi,user543@gmail.com,50.635
357,CUST1653,Sneha,male,10.0,5000.0,2022-02-12 00:00:00,Delhi,invalid_email.com,50.635
358,CUST1026,Rahul,male,57.0,5000.0,2022-02-12 00:00:00,Chennai,user26@gmail.com,61.29
359,CUST1341,Ali,male,44.0,5000.0,2021-05-12 00:00:00,Hyd,user341@gmail.com,33.83
360,CUST1283,Aman,44,10.0,60565.0,2022-05-20 00:00:00,Hyd,user283@gmail.com,50.635
361,CUST1680,Ali,44,10.0,35988.0,2022-05-20 00:00:00,,invalid_email.com,50.635
362,CUST1507,neha123,female,44.0,33725.0,2022-01-03 00:00:00,Kolkata,none,71.09
363,CUST1996,Ali,male,10.0,5000.0,2021-05-12 00:00:00,Chennai,user996@gmail.com,50.635
364,CUST1546,Sara,male,26.0,42836.0,2022-01-13 00:00:00,Delhi,invalid_email.com,63.51
365,CUST1270,Neha,44,27.0,99208.0,2021-05-25 12:00:00,Chennai,user270@gmail.com,50.635
366,CUST1734,Neha,44,44.0,5000.0,2021-05-12 00:00:00,Kolkata,invalid_email.com,8.08
367,CUST1336,Sara,female,56.0,87585.0,2022-01-13 00:00:00,Hyd,user336@gmail.com,50.635
368,CUST1187,Sneha,male,44.0,5000.0,2022-01-13 00:00:00,Bangalore,user187@gmail.com,50.635
369,CUST1443,Sneha,44,44.0,46770.0,2022-01-13 00:00:00,Kolkata,user443@gmail.com,50.635
370,CUST1210,Priya,male,47.0,33725.0,2022-01-13 00:00:00,Delhi,user210@gmail.com,50.635
371,CUST1235,Sneha,male,10.0,5000.0,2021-05-12 00:00:00,Kolkata,none,26.0
372,CUST1881,Rahul,male,44.0,90108.0,2021-05-12 00:00:00,Chennai,none,50.635
373,CUST1598,Priya,female,10.0,33725.0,2021-05-12 00:00:00,Delhi,user598@gmail.com,68.34
374,CUST1590,Neha,male,30.0,33725.0,2021-05-12 00:00:00,,user590@gmail.com,50.635
375,CUST1242,Priya,male,44.0,34664.0,2022-06-02 00:00:00,Mumbai,invalid_email.com,50.635
376,CUST1505,Aman,female,58.0,70854.0,2021-03-06 00:00:00,Kolkata,user505@gmail.com,50.635
377,CUST1953,Ali,male,10.0,61217.0,2022-01-13 00:00:00,Bangalore,invalid_email.com,50.635
378,CUST1248,John,male,44.0,49860.0,2022-01-13 00:00:00,Bangalore,user248@gmail.com,60.99
379,CUST1589,priya123,female,26.0,33725.0,2022-01-13 00:00:00,Kolkata,user589@gmail.com,50.635
380,CUST1485,Sara,female,44.0,5000.0,2021-05-25 12:00:00,Kolkata,user485@gmail.com,50.635
381,CUST1667,Neha,male,44.0,33725.0,2022-01-13 00:00:00,Chennai,user667@gmail.com,76.52
382,CUST1305,priya123,44,44.0,33725.0,2022-01-13 00:00:00,Kolkata,invalid_email.com,38.39
383,CUST1836,aman123,male,44.0,5000.0,2021-05-12 00:00:00,Hyd,user836@gmail.com,50.635
384,CUST1625,Neha,male,10.0,81705.0,2022-01-13 00:00:00,Kolkata,invalid_email.com,26.28
385,CUST1988,Aman,male,44.0,49383.0,2021-05-25 12:00:00,Kolkata,user988@gmail.com,50.635
386,CUST1141,John,male,47.0,5000.0,2021-05-25 12:00:00,Kolkata,invalid_email.com,50.635
387,CUST1852,rahul123,male,37.0,5000.0,2021-07-22 00:00:00,Hyd,invalid_email.com,50.635
388,CUST1091,Rahul,male,50.0,49345.0,2021-05-25 12:00:00,Kolkata,user91@gmail.com,50.635
389,CUST1560,priya123,female,66.0,86538.0,2021-11-07 00:00:00,Delhi,invalid_email.com,50.635
390,CUST1998,Aman,male,44.0,33725.0,2021-05-12 00:00:00,Kolkata,user998@gmail.com,50.635
391,CUST1818,Neha,female,44.0,94058.0,2021-05-12 00:00:00,,user818@gmail.com,50.635
392,CUST1662,Aman,female,44.0,75105.0,2021-05-12 00:00:00,Delhi,user662@gmail.com,50.635
393,CUST1719,Sneha,44,44.0,33725.0,2021-05-12 00:00:00,Chennai,user719@gmail.com,50.635
394,CUST1229,Aman,male,66.0,30706.0,2021-05-25 12:00:00,Delhi,user229@gmail.com,68.75
395,CUST1954,Sara,44,23.0,33725.0,2021-05-25 12:00:00,Kolkata,user954@gmail.com,50.635
396,CUST1735,Sara,female,10.0,5000.0,2021-05-25 12:00:00,Kolkata,none,50.635
397,CUST1054,Aman,female,44.0,33725.0,2021-05-12 00:00:00,Bangalore,none,50.635
398,CUST1186,Aman,male,10.0,33725.0,2021-05-12 00:00:00,Delhi,none,99.65
399,CUST1271,Rahul,female,10.0,5000.0,2021-05-25 12:00:00,Hyd,user271@gmail.com,50.635
400,CUST1306,Ali,female,35.0,66275.0,2021-05-12 00:00:00,Delhi,invalid_email.com,50.635
401,CUST1168,Aman,44,10.0,33725.0,2021-05-25 12:00:00,Mumbai,invalid_email.com,50.635
402,CUST1765,John,male,44.0,33725.0,2021-05-25 12:00:00,Delhi,user765@gmail.com,40.12
403,CUST1751,Ali,44,21.0,33725.0,2021-05-25 12:00:00,Hyd,user751@gmail.com,50.635
404,CUST1964,John,male,44.0,5000.0,2021-05-25 12:00:00,Bangalore,none,50.635
405,CUST1472,John,male,34.0,5000.0,2021-05-25 12:00:00,Mumbai,none,50.635
406,CUST1265,Sara,female,44.0,33725.0,2021-05-25 12:00:00,Mumbai,none,50.635
407,CUST1074,Rahul,female,19.0,33725.0,2021-05-12 00:00:00,Kolkata,invalid_email.com,50.635
408,CUST1817,Priya,male,10.0,81267.0,2022-01-13 00:00:00,Bangalore,user817@gmail.com,50.635
409,CUST1475,Sara,female,44.0,5000.0,2022-01-13 00:00:00,Hyd,user475@gmail.com,50.635
410,CUST1058,John,44,10.0,33725.0,2021-05-12 00:00:00,Kolkata,user58@gmail.com,50.635
411,CUST1404,Neha,female,44.0,47143.0,2022-01-13 00:00:00,Hyd,none,50.635
412,CUST1828,Priya,female,54.0,82197.0,2022-01-13 00:00:00,Chennai,none,50.635
413,CUST1308,Aman,male,10.0,5000.0,2020-02-27 00:00:00,Kolkata,user308@gmail.com,50.635
414,CUST1694,Ali,female,44.0,5000.0,2021-04-19 00:00:00,Kolkata,user694@gmail.com,50.635
415,CUST1536,Aman,44,44.0,24439.0,2021-05-12 00:00:00,Bangalore,user536@gmail.com,50.635
416,CUST1163,Ali,male,36.0,5000.0,2020-01-27 00:00:00,Hyd,invalid_email.com,50.635
417,CUST1934,Priya,female,44.0,33725.0,2021-05-25 12:00:00,Chennai,invalid_email.com,50.635
418,CUST1195,Neha,male,48.0,31456.0,2021-12-25 00:00:00,Chennai,none,50.635
419,CUST1593,John,female,44.0,5000.0,2022-07-04 00:00:00,Hyd,user593@gmail.com,50.635
420,CUST1061,Neha,male,10.0,33725.0,2022-07-04 00:00:00,Chennai,user61@gmail.com,64.15
421,CUST1510,priya123,female,10.0,33725.0,2021-05-12 00:00:00,Hyd,invalid_email.com,41.5
422,CUST1194,priya123,female,27.0,52235.0,2021-05-25 12:00:00,Kolkata,none,50.635
423,CUST1666,Sara,female,10.0,82198.0,2021-05-12 00:00:00,,invalid_email.com,50.635
424,CUST1301,Ali,44,44.0,47393.0,2020-05-14 00:00:00,Bangalore,user301@gmail.com,50.635
425,CUST1946,Aman,male,44.0,33725.0,2022-09-25 00:00:00,Kolkata,user946@gmail.com,50.635
426,CUST1800,Sneha,male,44.0,33725.0,2022-02-20 00:00:00,Hyd,user800@gmail.com,50.635
428,CUST1480,Sneha,female,44.0,33725.0,2022-01-13 00:00:00,Mumbai,invalid_email.com,50.635
429,CUST1347,Sara,female,44.0,5000.0,2022-01-13 00:00:00,Mumbai,none,50.635
430,CUST1036,John,male,44.0,5000.0,2022-01-13 00:00:00,Mumbai,user36@gmail.com,56.77
431,CUST1723,John,male,44.0,33725.0,2022-01-13 00:00:00,Kolkata,user723@gmail.com,50.635
432,CUST1380,Aman,female,44.0,5000.0,2021-05-12 00:00:00,Hyd,none,26.4
433,CUST1932,Neha,female,44.0,33845.0,2021-05-12 00:00:00,Delhi,user932@gmail.com,50.635
434,CUST1661,Aman,44,26.0,33725.0,2021-05-25 12:00:00,Mumbai,user661@gmail.com,50.635
435,CUST1707,Rahul,male,44.0,26280.0,2021-05-12 00:00:00,Hyd,none,50.635
436,CUST1525,ali123,female,10.0,82197.0,2021-05-25 12:00:00,Hyd,none,50.635
437,CUST1866,Sara,male,10.0,33725.0,2021-05-25 12:00:00,Delhi,user866@gmail.com,50.635
438,CUST1614,Neha,44,44.0,5000.0,2022-01-13 00:00:00,Kolkata,invalid_email.com,50.635
439,CUST1809,Ali,female,52.0,33725.0,2021-05-12 00:00:00,Kolkata,user809@gmail.com,50.635
440,CUST1258,Priya,44,44.0,5000.0,2021-05-12 00:00:00,Chennai,user258@gmail.com,50.635
441,CUST1425,Sara,female,10.0,61628.0,2021-05-12 00:00:00,Chennai,none,50.635
442,CUST1919,Aman,female,44.0,33725.0,2021-05-25 12:00:00,Delhi,user919@gmail.com,50.635
443,CUST1432,Aman,female,44.0,62313.0,2021-05-25 12:00:00,Kolkata,user432@gmail.com,50.635
444,CUST1273,Sneha,male,44.0,5000.0,2022-01-13 00:00:00,Mumbai,user273@gmail.com,95.32
445,CUST1529,Aman,female,44.0,96011.0,2021-05-12 00:00:00,,none,50.635
446,CUST1687,Aman,44,44.0,5000.0,2021-05-12 00:00:00,Delhi,user687@gmail.com,50.635
447,CUST1148,Rahul,44,38.0,5000.0,2022-01-13 00:00:00,Bangalore,invalid_email.com,50.635
449,CUST1286,Neha,female,30.0,5000.0,2021-05-25 12:00:00,Delhi,invalid_email.com,50.635
450,CUST1511,Priya,male,10.0,56374.0,2021-05-25 12:00:00,Mumbai,user511@gmail.com,50.635
451,CUST1236,Sneha,female,44.0,33725.0,2022-01-13 00:00:00,Bangalore,none,50.635
452,CUST1309,Sara,44,44.0,5000.0,2021-05-12 00:00:00,Chennai,invalid_email.com,78.98
453,CUST1945,Aman,male,10.0,33725.0,2021-05-12 00:00:00,Mumbai,user945@gmail.com,50.635
454,CUST1179,Neha,male,10.0,33725.0,2021-05-12 00:00:00,Kolkata,user179@gmail.com,50.635
455,CUST1782,Sara,female,44.0,5000.0,2021-05-12 00:00:00,Kolkata,user782@gmail.com,50.635
456,CUST1969,Sara,male,44.0,33725.0,2021-05-12 00:00:00,Mumbai,user969@gmail.com,50.635
457,CUST1807,rahul123,female,10.0,33725.0,2021-05-12 00:00:00,Kolkata,none,8.36
458,CUST1699,Aman,male,44.0,24542.0,2020-09-13 00:00:00,Kolkata,none,99.87
459,CUST1754,Neha,male,44.0,59517.0,2020-09-14 00:00:00,Kolkata,user754@gmail.com,84.84
460,CUST1462,Sneha,female,10.0,33725.0,2020-09-14 00:00:00,Delhi,none,50.635
461,CUST1192,Ali,44,44.0,33725.0,2020-09-14 00:00:00,Hyd,none,50.635
462,CUST1555,John,female,44.0,33725.0,2021-05-25 12:00:00,Delhi,none,50.635
463,CUST1100,Priya,female,44.0,5000.0,2021-05-12 00:00:00,Chennai,none,50.635
464,CUST1220,Ali,male,44.0,5000.0,2020-07-27 00:00:00,Chennai,user220@gmail.com,54.58
465,CUST1493,Sara,44,33.0,5000.0,2021-01-30 00:00:00,Chennai,user493@gmail.com,50.635
466,CUST1359,John,male,10.0,68367.0,2022-01-13 00:00:00,Bangalore,user359@gmail.com,50.635
467,CUST1976,Rahul,44,31.0,79560.0,2022-01-13 00:00:00,Hyd,user976@gmail.com,50.635
468,CUST1564,Neha,44,55.0,33725.0,2022-01-13 00:00:00,Delhi,user564@gmail.com,50.635
469,CUST1027,Ali,male,44.0,33725.0,2021-12-07 00:00:00,Hyd,user27@gmail.com,50.635
471,CUST1414,Aman,female,44.0,33725.0,2021-02-09 00:00:00,,invalid_email.com,50.635
472,CUST1247,Sneha,44,57.0,33725.0,2021-05-12 00:00:00,Kolkata,user247@gmail.com,50.635
473,CUST1904,Ali,female,44.0,33725.0,2021-05-12 00:00:00,Delhi,user904@gmail.com,50.635
474,CUST1176,Ali,female,43.0,79367.0,2021-05-12 00:00:00,Bangalore,user176@gmail.com,50.635
475,CUST1238,John,female,44.0,5000.0,2021-05-12 00:00:00,Chennai,invalid_email.com,50.635
476,CUST1281,Ali,44,10.0,33725.0,2021-05-12 00:00:00,Hyd,invalid_email.com,50.635
477,CUST1469,John,male,44.0,33725.0,2021-05-12 00:00:00,Chennai,user469@gmail.com,50.635
478,CUST1393,Sara,44,67.0,33725.0,2021-05-12 00:00:00,Delhi,user393@gmail.com,50.635
479,CUST1631,Aman,female,42.0,33725.0,2022-01-13 00:00:00,Hyd,none,74.7
480,CUST1030,aman123,male,10.0,5000.0,2022-01-13 00:00:00,Chennai,user30@gmail.com,50.635
481,CUST1901,Sneha,male,43.0,42262.0,2021-05-25 12:00:00,Hyd,user901@gmail.com,50.635
482,CUST1878,Neha,44,35.0,5000.0,2021-05-12 00:00:00,Bangalore,none,50.635
483,CUST1021,Priya,male,41.0,5000.0,2021-05-25 12:00:00,Mumbai,invalid_email.com,80.09
484,CUST1879,Aman,44,54.0,5000.0,2021-05-25 12:00:00,Kolkata,user879@gmail.com,50.635
485,CUST1369,Sneha,male,44.0,33725.0,2022-01-13 00:00:00,,none,50.635
486,CUST1427,Rahul,44,44.0,5000.0,2021-06-17 00:00:00,Mumbai,user427@gmail.com,50.635
487,CUST1887,Ali,male,20.0,33725.0,2021-06-17 00:00:00,Delhi,user887@gmail.com,90.33
488,CUST1466,Rahul,female,50.0,66476.0,2021-06-17 00:00:00,Hyd,none,50.635
489,CUST1463,Priya,male,44.0,33725.0,2021-06-17 00:00:00,Kolkata,user463@gmail.com,50.635
490,CUST1253,Neha,female,10.0,33078.0,2020-09-15 00:00:00,Kolkata,user253@gmail.com,50.635
491,CUST1321,Sneha,female,44.0,98501.0,2020-09-15 00:00:00,Mumbai,none,30.89
492,CUST1539,Aman,male,44.0,33725.0,2021-05-25 12:00:00,Chennai,user539@gmail.com,50.635
493,CUST1284,Sara,male,44.0,75879.0,2022-01-13 00:00:00,Kolkata,none,50.03
494,CUST1669,Neha,male,30.0,29014.0,2021-05-12 00:00:00,Delhi,user669@gmail.com,50.635
495,CUST1792,Ali,44,47.0,34561.0,2022-01-13 00:00:00,,none,50.635
496,CUST1052,Rahul,male,31.0,89279.0,2021-10-17 00:00:00,Kolkata,none,50.635
497,CUST1544,Sneha,male,10.0,46133.0,2021-10-17 00:00:00,Hyd,user544@gmail.com,50.635
498,CUST1944,John,male,44.0,33725.0,2021-10-17 00:00:00,Kolkata,none,50.635
499,CUST1915,Neha,female,10.0,32609.0,2022-01-13 00:00:00,Kolkata,user915@gmail.com,50.635
500,CUST1018,Sara,male,37.0,33725.0,2022-02-09 00:00:00,Hyd,user18@gmail.com,50.635
501,CUST1175,Sara,male,44.0,21663.0,2021-05-12 00:00:00,Chennai,none,50.635
502,CUST1315,John,male,44.0,5000.0,2021-05-12 00:00:00,Hyd,invalid_email.com,50.635
503,CUST1787,Sara,male,29.0,33725.0,2021-05-12 00:00:00,Kolkata,user787@gmail.com,50.635
504,CUST1942,Sara,44,32.0,33725.0,2021-05-25 12:00:00,Bangalore,none,50.635
505,CUST1620,Rahul,male,44.0,33725.0,2020-04-27 00:00:00,Mumbai,user620@gmail.com,50.635
506,CUST1329,Neha,44,44.0,33725.0,2021-05-12 00:00:00,Delhi,user329@gmail.com,10.61
507,CUST1214,Ali,male,59.0,5000.0,2020-07-07 00:00:00,Chennai,invalid_email.com,69.47
508,CUST1379,Neha,female,44.0,33725.0,2020-07-07 00:00:00,Bangalore,user379@gmail.com,66.25
509,CUST1436,john123,male,10.0,33725.0,2020-07-07 00:00:00,Bangalore,user436@gmail.com,50.635
510,CUST1282,Priya,female,44.0,33725.0,2020-07-07 00:00:00,Hyd,user282@gmail.com,50.635
511,CUST1705,Priya,44,44.0,5000.0,2020-07-07 00:00:00,,user705@gmail.com,50.635
512,CUST1993,Ali,male,32.0,5000.0,2020-07-07 00:00:00,Chennai,user993@gmail.com,50.635
513,CUST1093,John,female,44.0,89393.0,2022-01-13 00:00:00,Kolkata,user93@gmail.com,50.635
514,CUST1174,Priya,male,61.0,88422.0,2021-07-11 00:00:00,,user174@gmail.com,73.74
515,CUST1644,Rahul,male,24.0,93567.0,2021-05-25 12:00:00,Chennai,invalid_email.com,50.635
516,CUST1721,John,male,44.0,33725.0,2021-05-25 12:00:00,Kolkata,invalid_email.com,50.635
517,CUST1868,Rahul,male,46.0,5000.0,2021-05-12 00:00:00,Kolkata,none,50.635
518,CUST1267,John,male,44.0,78407.0,2022-01-13 00:00:00,Delhi,user267@gmail.com,50.635
519,CUST1688,aman123,44,44.0,33725.0,2020-03-04 00:00:00,Kolkata,user688@gmail.com,50.635
520,CUST1761,aman123,female,10.0,33725.0,2022-01-13 00:00:00,Bangalore,user761@gmail.com,36.13
521,CUST1617,Ali,female,44.0,69037.0,2022-01-13 00:00:00,Delhi,user617@gmail.com,32.05
522,CUST1826,Sara,male,44.0,33725.0,2021-05-12 00:00:00,Kolkata,user826@gmail.com,50.635
523,CUST1239,Aman,44,44.0,33725.0,2020-11-05 00:00:00,Hyd,invalid_email.com,50.635
524,CUST1261,Ali,male,44.0,5000.0,2021-05-12 00:00:00,Chennai,user261@gmail.com,50.635
525,CUST1740,Aman,44,44.0,63044.0,2021-05-12 00:00:00,Mumbai,user740@gmail.com,50.635
526,CUST1995,Priya,44,44.0,33725.0,2021-05-12 00:00:00,Chennai,none,50.635
527,CUST1381,Neha,44,32.0,33725.0,2022-01-13 00:00:00,Hyd,user381@gmail.com,50.635
528,CUST1952,Sneha,female,42.0,33725.0,2021-05-25 12:00:00,Bangalore,user952@gmail.com,50.635
529,CUST1276,Aman,44,24.0,86631.0,2021-05-25 12:00:00,Bangalore,none,50.635
530,CUST1139,John,male,49.0,33725.0,2022-01-13 00:00:00,Delhi,invalid_email.com,50.635
531,CUST1860,ali123,male,44.0,5000.0,2020-12-26 00:00:00,Chennai,user860@gmail.com,50.635
532,CUST1601,Ali,male,44.0,63144.0,2020-12-26 00:00:00,Hyd,user601@gmail.com,50.635
533,CUST1355,john123,44,44.0,5000.0,2020-12-26 00:00:00,Kolkata,user355@gmail.com,65.68
534,CUST1490,neha123,female,44.0,56776.0,2022-01-13 00:00:00,Kolkata,none,50.635
535,CUST1180,Priya,male,44.0,44532.0,2022-01-13 00:00:00,Chennai,user180@gmail.com,50.635
536,CUST1399,Sneha,female,49.0,99438.0,2022-01-13 00:00:00,Mumbai,user399@gmail.com,50.635
537,CUST1319,Aman,male,32.0,33725.0,2021-05-12 00:00:00,Chennai,none,50.635
538,CUST1532,sara123,44,44.0,33725.0,2021-05-25 12:00:00,Hyd,user532@gmail.com,50.635
539,CUST1197,Sneha,male,10.0,81732.0,2020-03-12 00:00:00,Hyd,user197@gmail.com,50.635
540,CUST1424,Ali,female,54.0,32150.0,2020-05-25 00:00:00,Bangalore,user424@gmail.com,50.635
541,CUST1743,priya123,male,44.0,33725.0,2021-12-14 00:00:00,Delhi,none,40.68
542,CUST1974,Sneha,female,26.0,55612.0,2021-05-12 00:00:00,Bangalore,user974@gmail.com,50.635
543,CUST1509,ali123,female,44.0,5000.0,2021-05-12 00:00:00,Mumbai,user509@gmail.com,50.635
544,CUST1994,Sneha,male,44.0,33725.0,2022-01-13 00:00:00,,user994@gmail.com,92.68
545,CUST1261,Ali,male,44.0,5000.0,2021-05-12 00:00:00,Chennai,user261@gmail.com,50.635
546,CUST1413,Neha,female,44.0,5000.0,2021-05-12 00:00:00,Hyd,user413@gmail.com,50.635
547,CUST1851,Aman,female,44.0,5000.0,2021-05-12 00:00:00,Mumbai,user851@gmail.com,40.11
548,CUST1799,Sneha,female,44.0,88857.0,2022-01-13 00:00:00,Bangalore,user799@gmail.com,55.53
549,CUST1364,Rahul,female,44.0,5000.0,2022-01-13 00:00:00,Kolkata,none,50.635
550,CUST1056,Rahul,male,10.0,5000.0,2022-04-15 00:00:00,Bangalore,user56@gmail.com,50.635
551,CUST1277,Sneha,male,56.0,5000.0,2021-12-08 00:00:00,Delhi,user277@gmail.com,50.635
